"","sample2","year","Row","Column","type","blk","gc","rs","depth","mass","g__Gorgomyces","g__Lacrymaria","g__Coprinopsis","g__Dactylella","g__Spencerozyma","g__Neocucurbitaria","g__Schizophyllum","g__Myrmecridium","g__Rubellisphaeria","g__Barbatosphaeria","g__Coprinus","g__Coemansia","g__Absidia","g__Calvatia","g__Geomyces","g__Deflexula","g__Rhizophagus","g__Didymosphaeria","g__Clitopilus","g__Minimedusa","g__Pseudophaeomoniella","g__Scleroderma","g__Diversispora","g__Hymenochaetopsis","g__Cephaliophora","g__Hymenoscyphus","g__Octaviania","g__Poaceascoma","g__Myxospora","g__Microdominikia","g__Microbotryozyma","g__Lenzites","g__Ophiosphaerella","g__Schizothecium","g__Yamadamyces","g__Ciliolarina","g__Scedosporium","g__Subulicystidium","g__Torula","g__Lyomyces","g__Helicosporium","g__Stagonospora","g__Phlyctochytrium","g__Kurtzmanomyces","g__Atractiella","g__Lecanicillium","g__Hyphodontia","g__Leptodiscella","g__Ramicandelaber","g__Rasamsonia","g__Nectria","g__Herpotrichia","g__Armillaria","g__Claroideoglomus","g__Gaeumannomyces","g__Bovista","g__Hyaloscypha","g__Slopeiomyces","g__Monodictys","g__Burgoa","g__Amanita","g__Fibulochlamys","g__Gongronella","g__Peniophora","g__Clarireedia","g__Puccinia","g__Talaromyces","g__Trechispora","g__Lepista","g__Kondoa","g__Diaporthe","g__Cladophialophora","g__Inocybe","g__Mycenella","g__Kockovaella","g__Gibellulopsis","g__Tilletia","g__Pseudallescheria","g__Arthrographis","g__Penicillium","g__Cordyceps","g__Dictyosporium","g__Phialemonium","g__Striatibotrys","g__Betamyces","g__Hannaella","g__Delicatula","g__Tolypocladium","g__Serendipita","g__Tetracladium","g__Parascedosporium","g__Veronaeopsis","g__Barnettozyma","g__Monocillium","g__Byssonectria","g__Colletotrichum","g__Goffeauzyma","g__Pyxidiophora","g__Tomentella","g__Chionosphaera","g__Neohelicomyces","g__Neosetophoma","g__Phaeotremella","g__Coniophora","g__Echria","g__Ustilago","g__Oehlia","g__Dichostereum","g__Serpula","g__Vermispora","g__Geastrum","g__Occultifur","g__Panaeolus","g__Basidiobolus","g__Preussia","g__Mastigobasidium","g__Ramariopsis","g__Marasmiellus","g__Sclerogaster","g__Pluteus","g__Phialocephala","g__Pseudophialophora","g__Fusicladium","g__Paraconiothyrium","g__Paracremonium","g__Cryptocoryneum","g__Saccharomyces","g__Dominikia","g__Phanerochaete","g__Cylindrosympodium","g__Bulleromyces","g__Spirosphaera","g__Ganoderma","g__Pseudombrophila","g__Grifola","g__Cryptococcus","g__Cladorrhinum","g__Gloeohypochnicium","g__Sporormia","g__Beauveria","g__Lepiota","g__Thyronectria","g__Infundichalara","g__Harzia","g__Minimelanolocus","g__Schwanniomyces","g__Conocybe","g__Pyrenophora","g__Rinaldiella","g__Neobulgaria","g__Pleotrichocladium","g__Scytalidium","g__Dictyochaeta","g__Lycoperdon","g__Magnaporthiopsis","g__Hypomyces","g__Plectosphaerella","g__Pleurotheciella","g__Vanrija","g__Simplicillium","g__Galerina","g__Waitea","g__Clathrus","g__Syncephalis","g__Nadsonia","g__Zymoseptoria","g__Claviceps","g__Atractospora","g__Staphylotrichum","g__Holtermanniella","g__Scutellinia","g__Leucosporidium","g__Lipomyces","g__Epicoccum","g__Phaeoisaria","g__Atractium","g__Sanchytrium","g__Thanatephorus","g__Albifimbria","g__Keissleriella","g__Rhizophlyctis","g__Pseudeurotium","g__Paraphaeosphaeria","g__Setophoma","g__Cylindrocarpon","g__Podospora","g__Dioszegia","g__Umbelopsis","g__Rhizoglomus","g__Clonostachys","g__Cutaneotrichosporon","g__Knufia","g__Marasmius","g__Curvibasidium","g__Sarocladium","g__Conioscypha","g__Cyphellophora","g__Septoglomus","g__Mucor","g__Chrysosporium","g__Trametes","g__Smaragdiniseta","g__Auricularia","g__Cosmospora","g__Niesslia","g__Thelonectria","g__Entoloma","g__Bifiguratus","g__Anthracocystis","g__Lophotrichus","g__Leucoagaricus","g__Pichia","g__Vishniacozyma","g__Cystofilobasidium","g__Kabatiella","g__Alatospora","g__Candida","g__Olpidium","g__Parasarocladium","g__Metapochonia","g__Botryotrichum","g__Septoria","g__Nigrospora","g__Selenophoma","g__Symmetrospora","g__Robillarda","g__Conlarium","g__Rhizoctonia","g__Angustimassarina","g__Lophiostoma","g__Cylindrocladium","g__Apodus","g__Ascobolus","g__Bannoa","g__Coniochaeta","g__Sampaiozyma","g__Pseudocosmospora","g__Westerdykella","g__Devriesia","g__Paramyrothecium","g__Geminibasidium","g__Volutella","g__Graphiola","g__Trichocladium","g__Psathyrella","g__Parathyridaria","g__Cadophora","g__Neoascochyta","g__Dactylaria","g__Acrostalagmus","g__Paraphoma","g__Scolecobasidium","g__Chaetomium","g__Articulospora","g__Glomus","g__Sporobolomyces","g__Pestalotiopsis","g__Mycoarthris","g__Metacordyceps","g__Cuniculitrema","g__Cyberlindnera","g__Hemimycena","g__Mariannaea","g__Cercophora","g__Neonectria","g__Paraglomus","g__Pseudopithomyces","g__Fusidium","g__Gliomastix","g__Periconia","g__Parafabraea","g__Pseudofabraea","g__Didymocyrtis","g__Mrakia","g__Microdochium","g__Rhodotorula","g__Pseudogymnoascus","g__Rhizophydium","g__Condenascus","g__Phaeosphaeria","g__Dichotomopilus","g__Funneliformis","g__Tausonia","g__Rachicladosporium","g__Tilletiopsis","g__Acremonium","g__Phallus","g__Trichoderma","g__Myceliophthora","g__Spiromyces","g__Naganishia","g__Bionectria","g__Filobasidium","g__Gyoerffyella","g__Metarhizium","g__Alternaria","g__Pyrenochaetopsis","g__Solicoccozyma","g__Gibberella","g__Malassezia","g__Exophiala","g__Meyerozyma","g__Saitozyma","g__Humicola","g__Neocosmospora","g__Papiliotrema","g__Dactylonectria","g__Fusarium","g__Apiotrichum","g__Mycosphaerella","g__Ilyonectria","g__Fusicolla","g__Cladosporium","g__Mortierella","g__Aspergillus"
"sfITS71","71",2019,"F",11,"grape","B","noGC","MV",33,"112.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,8,15,0,64,0,0,69,0,5,0,0,0,0,0,12,0,0,0,0,0,0,29,0,0,0,26,0,0,0,0,0,0,23,0,0,12,0,0,63,0,0,0,13,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,43,0,0,15,0,0,8,0,0,0,29,0,0,0,6,0,0,0,0,38,0,32,63,0,0,0,0,37,0,0,0,26,25,73,0,0,0,16,15,0,25,7,0,31,162,41,104,416,178,0,0,0,0,0,0,45,88,275,0,0,45,0,10,208,0,0,0,0,127,0,3,0,0,91,0,84,368,49,402,378,0,279,0,451,273,69,0,1328,1274,460,0,2449,764,1838,1925,575
"sfITS72","72",2019,"F",12,"grape","B","noGC","MV",66,"105.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,58,29,627,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,66,0,0,0,0,0,0,5068,0,471,0,925,0,0,0,0,0,0,796,0,0,156,0,0,0,2004,3099,0,9012,6790,1606,3330,0
"sfITS73","73",2019,"G",1,"grape","C","GC","LV",0,"123.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,27,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,33,0,417,0,0,0,681,0,0,102,0,11,0,27,0,178,0,8,497,423,0,117,245,109,0,90,69,52,110,11
"sfITS74","74",2019,"G",2,"grape","C","GC","LV",33,"100.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,12,0,0,0,0,4,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,21,0,0,0,0,0,0,0,131,0,0,0,0,0,50,0,0,22,6,298,0,0,2,281,0,30,111,0,0,136,62,0,453,0,813,60,0,0,445,369,30,0,3970,200,16,193,159
"sfITS76","76",2019,"G",4,"grape","C","noGC","MV",0,"84.9",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,0,0,0,13,0,0,10,0,0,0,0,2,0,0,73,4,110,0,0,91,0,0,0,0,0,0,0,5,0,0,17,2,0,60,0,48,0,15,2,126,0,13,0,10,98,140,263,0,164,15,0,199,0,85,266,59
"sfITS77","77",2019,"G",5,"grape","C","noGC","MV",33,"77.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,0,0,0,0,0,0,0,0,9868,0,0,0,0,5426
"sfITS78","78",2019,"G",6,"grape","C","noGC","MV",66,"141.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,23,82,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,98,0,0,0,0,360,117,0,0,91,72,113,0,0,533,0,0,0
"sfITS79","79",2019,"G",7,"grape","C","GC","MV",0,"109.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,81,6,0,0,0,0,0,0,11,0,0,0,0,0,28,0,0,12,12,0,0,0,27,75,0,0,0,0,17,18,34,102,0,0,63,22,0,64,8,86,3,84,0,79,0,18,214,263,17,22,331,21,0,18,44,77,391,17
"sfITS80","80",2019,"G",8,"grape","C","GC","MV",33,"50.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,748,0,0,0,0,503,0,0,0,0,2806,0,0,0,0,0,789,0,0,0,855,0,1747,0,0,0,2614,0,0,0,0,0,633,590,0,0,0,0,0,4495,3724,0,2246,0
"sfITS81","81",2019,"G",9,"grape","C","GC","MV",66,"97.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,12,0,0,0,48,0,0,0,19,0,0,9,0,0,0,0,7,0,0,0,8,0,54,0,0,0,0,0,79,0,0,0,0,14,0,0,0,10,0,17,0,21,0,0,0,0,18,43,0,0,0,0,0,0,0,37,0,19,531,0,0,8,0,0,31,0,0,77,0,144,0,0,10,84,10,142,37,0,0,227,333,0,385,0,834,243,17,76,328,914,228,0,964,161,73,1684,251
"sfITS82","82",2019,"G",10,"grape","C","noGC","LV",0,"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,22,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,0,10,31,0,0,0,0,5,0,0,0,0,0,93,0,0,0,0,0,55,0,0,0,0,9,0,54,0,0,0,0,0,0,0,117,0,0,0,0,0,8,0,0,0,0,11,0,48,0,74,0,0,0,0,43,112,0,0,0,15,0,0,0,12,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,24,0,0,0,64,129,5,0,446,0,46,0,10,0,46,576,0,0,0,0,0,0,0,0,7,0,37,8,0,226,33,0,0,570,0,0,0,70,0,25,21,15,0,0,39,59,24,0,4,95,35,635,0,0,0,0,114,0,2798,856,180,0,4670,18,0,1171,106,145,126,299,7,258,0,210,4178,5139,281,0,2377,917,0,2470,502,388,5527,1163
"sfITS83","83",2019,"G",11,"grape","C","noGC","LV",33,"74.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,12,517,0,497,0,0,0,0,0,0,0,0,0,408,1850,404,790,1464,0,0,6139
"sfITS84","84",2019,"G",12,"grape","C","noGC","LV",66,"150.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,307,0,0,0,0,0,0,154,0,0,0,0,0,0,309,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,81,0,0,510,0,291,0,0,0,0,0,0,0,218,747,0,433,0,0,0,246,0,0,0,0,1046,0,0,0,129,136,0,1101,0,0,782,247,0,500,0,761,356,0,0,0,485,2399,0,1491,2880,100,2950,349
