"","sample2","year","Row","Column","type","blk","gc","rs","depth","mass","g__Gorgomyces","g__Lacrymaria","g__Coprinopsis","g__Dactylella","g__Spencerozyma","g__Neocucurbitaria","g__Schizophyllum","g__Myrmecridium","g__Rubellisphaeria","g__Barbatosphaeria","g__Coprinus","g__Coemansia","g__Absidia","g__Calvatia","g__Geomyces","g__Deflexula","g__Rhizophagus","g__Didymosphaeria","g__Clitopilus","g__Minimedusa","g__Pseudophaeomoniella","g__Scleroderma","g__Diversispora","g__Hymenochaetopsis","g__Cephaliophora","g__Hymenoscyphus","g__Octaviania","g__Poaceascoma","g__Myxospora","g__Microdominikia","g__Microbotryozyma","g__Lenzites","g__Ophiosphaerella","g__Schizothecium","g__Yamadamyces","g__Ciliolarina","g__Scedosporium","g__Subulicystidium","g__Torula","g__Lyomyces","g__Helicosporium","g__Stagonospora","g__Phlyctochytrium","g__Kurtzmanomyces","g__Atractiella","g__Lecanicillium","g__Hyphodontia","g__Leptodiscella","g__Ramicandelaber","g__Rasamsonia","g__Nectria","g__Herpotrichia","g__Armillaria","g__Claroideoglomus","g__Gaeumannomyces","g__Bovista","g__Hyaloscypha","g__Slopeiomyces","g__Monodictys","g__Burgoa","g__Amanita","g__Fibulochlamys","g__Gongronella","g__Peniophora","g__Clarireedia","g__Puccinia","g__Talaromyces","g__Trechispora","g__Lepista","g__Kondoa","g__Diaporthe","g__Cladophialophora","g__Inocybe","g__Mycenella","g__Kockovaella","g__Gibellulopsis","g__Tilletia","g__Pseudallescheria","g__Arthrographis","g__Penicillium","g__Cordyceps","g__Dictyosporium","g__Phialemonium","g__Striatibotrys","g__Betamyces","g__Hannaella","g__Delicatula","g__Tolypocladium","g__Serendipita","g__Tetracladium","g__Parascedosporium","g__Veronaeopsis","g__Barnettozyma","g__Monocillium","g__Byssonectria","g__Colletotrichum","g__Goffeauzyma","g__Pyxidiophora","g__Tomentella","g__Chionosphaera","g__Neohelicomyces","g__Neosetophoma","g__Phaeotremella","g__Coniophora","g__Echria","g__Ustilago","g__Oehlia","g__Dichostereum","g__Serpula","g__Vermispora","g__Geastrum","g__Occultifur","g__Panaeolus","g__Basidiobolus","g__Preussia","g__Mastigobasidium","g__Ramariopsis","g__Marasmiellus","g__Sclerogaster","g__Pluteus","g__Phialocephala","g__Pseudophialophora","g__Fusicladium","g__Paraconiothyrium","g__Paracremonium","g__Cryptocoryneum","g__Saccharomyces","g__Dominikia","g__Phanerochaete","g__Cylindrosympodium","g__Bulleromyces","g__Spirosphaera","g__Ganoderma","g__Pseudombrophila","g__Grifola","g__Cryptococcus","g__Cladorrhinum","g__Gloeohypochnicium","g__Sporormia","g__Beauveria","g__Lepiota","g__Thyronectria","g__Infundichalara","g__Harzia","g__Minimelanolocus","g__Schwanniomyces","g__Conocybe","g__Pyrenophora","g__Rinaldiella","g__Neobulgaria","g__Pleotrichocladium","g__Scytalidium","g__Dictyochaeta","g__Lycoperdon","g__Magnaporthiopsis","g__Hypomyces","g__Plectosphaerella","g__Pleurotheciella","g__Vanrija","g__Simplicillium","g__Galerina","g__Waitea","g__Clathrus","g__Syncephalis","g__Nadsonia","g__Zymoseptoria","g__Claviceps","g__Atractospora","g__Staphylotrichum","g__Holtermanniella","g__Scutellinia","g__Leucosporidium","g__Lipomyces","g__Epicoccum","g__Phaeoisaria","g__Atractium","g__Sanchytrium","g__Thanatephorus","g__Albifimbria","g__Keissleriella","g__Rhizophlyctis","g__Pseudeurotium","g__Paraphaeosphaeria","g__Setophoma","g__Cylindrocarpon","g__Podospora","g__Dioszegia","g__Umbelopsis","g__Rhizoglomus","g__Clonostachys","g__Cutaneotrichosporon","g__Knufia","g__Marasmius","g__Curvibasidium","g__Sarocladium","g__Conioscypha","g__Cyphellophora","g__Septoglomus","g__Mucor","g__Chrysosporium","g__Trametes","g__Smaragdiniseta","g__Auricularia","g__Cosmospora","g__Niesslia","g__Thelonectria","g__Entoloma","g__Bifiguratus","g__Anthracocystis","g__Lophotrichus","g__Leucoagaricus","g__Pichia","g__Vishniacozyma","g__Cystofilobasidium","g__Kabatiella","g__Alatospora","g__Candida","g__Olpidium","g__Parasarocladium","g__Metapochonia","g__Botryotrichum","g__Septoria","g__Nigrospora","g__Selenophoma","g__Symmetrospora","g__Robillarda","g__Conlarium","g__Rhizoctonia","g__Angustimassarina","g__Lophiostoma","g__Cylindrocladium","g__Apodus","g__Ascobolus","g__Bannoa","g__Coniochaeta","g__Sampaiozyma","g__Pseudocosmospora","g__Westerdykella","g__Devriesia","g__Paramyrothecium","g__Geminibasidium","g__Volutella","g__Graphiola","g__Trichocladium","g__Psathyrella","g__Parathyridaria","g__Cadophora","g__Neoascochyta","g__Dactylaria","g__Acrostalagmus","g__Paraphoma","g__Scolecobasidium","g__Chaetomium","g__Articulospora","g__Glomus","g__Sporobolomyces","g__Pestalotiopsis","g__Mycoarthris","g__Metacordyceps","g__Cuniculitrema","g__Cyberlindnera","g__Hemimycena","g__Mariannaea","g__Cercophora","g__Neonectria","g__Paraglomus","g__Pseudopithomyces","g__Fusidium","g__Gliomastix","g__Periconia","g__Parafabraea","g__Pseudofabraea","g__Didymocyrtis","g__Mrakia","g__Microdochium","g__Rhodotorula","g__Pseudogymnoascus","g__Rhizophydium","g__Condenascus","g__Phaeosphaeria","g__Dichotomopilus","g__Funneliformis","g__Tausonia","g__Rachicladosporium","g__Tilletiopsis","g__Acremonium","g__Phallus","g__Trichoderma","g__Myceliophthora","g__Spiromyces","g__Naganishia","g__Bionectria","g__Filobasidium","g__Gyoerffyella","g__Metarhizium","g__Alternaria","g__Pyrenochaetopsis","g__Solicoccozyma","g__Gibberella","g__Malassezia","g__Exophiala","g__Meyerozyma","g__Saitozyma","g__Humicola","g__Neocosmospora","g__Papiliotrema","g__Dactylonectria","g__Fusarium","g__Apiotrichum","g__Mycosphaerella","g__Ilyonectria","g__Fusicolla","g__Cladosporium","g__Mortierella","g__Aspergillus"
"sfITS39","39",2019,"D",3,"fescue","A","GC","MV",0,"944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,23,0,0,0,10,0,0,15,0,0,0,6,0,0,0,8,4,0,0,0,0,39,0,0,0,5,0,0,0,61,0,0,0,0,0,64,0,132,116,0,21,0,0,0,0,0,0,0,0,0,0,74,0,0,0,4,29,117,0,0,0,172,63,0,0,0,0,2,0,0,0,128,0,0,1054,0,26,76,567,18,122,0,0,0,34,134,0,16,0,322,47,13,31,0,277,1396,0
"sfITS40","40",2019,"D",4,"fescue","A","GC","MV",33,"591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,5,19,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,53,31,8,0,0,0,18,0,0,0,0,0,0,21,0,0,0,20,0,0,0,7,0,23,0,0,10,55,0,0,0,0,0,0,11,100,0,0,10,0,0,66,0,76,92,0,8,35,0,0,0,0,0,31,38,68,0,86,68,0,0,156,46,359,10,0,0,263,0,0,24,0,0,18,42,75,0,42,6,92,397,191,0,101,582,138,168,0,126,0,650,137,0,82,21,702,336,0,209,425,974,2044,339
"sfITS41","41",2019,"D",5,"fescue","B","GC","LV",0,"1579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,5,0,0,0,2,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,33,112,0,0,0,0,0,31,0,95,7,0,0,0,0,39,14,186,0,40,0,0,0,15,357,57,7,0,14,111,0,74,22,22,417,202
"sfITS42","42",2019,"D",6,"fescue","B","GC","LV",33,"340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,140,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,0,10,0,5,69,0,0,4,32,0,5,0,23,6,0,0,59,0,0,8,0,71,0,2,0,0,0,0,10,11,24,65,26,0,18,0,159,19,11,11,13,208,2903,0,60,680,38,732,226
"sfITS43","43",2019,"D",7,"fescue","B","GC","MV",0,"536",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,40,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,219,0,70,0,0,0,18,11,0,3,0,0,41,0,0,0,11,0,0,15,0,7,65,35,5,223,0,0,0,0,33,0,10,0,176,97,9,0,0,337,177,8
"sfITS44","44",2019,"D",8,"fescue","B","GC","MV",33,"649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,21,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,321,0,0,3,0,0,0,0,238,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,0,0,0,0,0,0,0,0,19,0,11,0,377,17,0,0,12,0,171,32,0,0,34,0,0,23,0,0,17,0,19,0,0,2,0,35,9,4,29,57,98,112,0,22,0,176,76,0,14,20,115,1391,0,0,235,175,1031,30
"sfITS45","45",2019,"D",9,"fescue","C","GC","MV",0,"904",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,20,0,0,0,6,0,0,0,0,0,7,0,0,0,70,8,5,0,27,685,78,0,0,0,58,60,0,0,0,0,29,0,16,0,0,0,0,11,0,47,441,154,13,103,0,16,0,21,112,81,0,8,291,242,0,0,21,1107,767,307
"sfITS46","46",2019,"D",10,"fescue","C","GC","MV",33,"174",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,14,0,5,0,0,0,0,5,0,0,8,0,51,0,0,0,0,0,0,0,72,0,0,0,0,0,0,11,0,0,2,0,0,0,13,0,60,0,19,0,22,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,42,38,31,0,0,0,0,0,0,11,0,0,21,0,0,0,0,0,8,0,0,15,0,13,11,0,0,0,0,0,0,0,0,0,0,110,0,0,25,12,102,0,94,0,0,0,34,22,39,0,614,0,64,175,0,0,12,0,27,288,0,0,11,16,0,29,0,0,538,0,292,0,79,0,112,8,1006,33,37,0,228,270,0,247,0,2030,128,102,15,48,209,287,0,305,531,173,1410,307
"sfITS47","47",2019,"D",11,"fescue","C","GC","LV",0,"617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,25,6,0,0,0,0,0,19,0,0,0,0,0,0,73,0,4,0,21,0,2,0,0,0,14,48,0,0,0,0,11,5,43,0,134,0,0,0,0,0,41,62,0,24,0,18,0,19,110,101,4,0,30,174,0,46,0,68,139,325
"sfITS48","48",2019,"D",12,"fescue","C","GC","LV",33,"576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,10,0,0,15,0,0,0,8,0,0,0,9,18,0,16,0,0,0,0,0,8,96,0,0,0,0,0,94,0,0,22,0,257,0,0,0,40,8,58,97,39,2,37,152,0,121,0,672,187,0,10,141,195,120,0,140,216,32,170,588
"sfITS49","49",2019,"E",1,"grape","A","noGC","LV",0,"73.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,6,0,0,0,68,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,22,29,0,0,0,107,32,265,0,0,0,13,71,0,9,49,699,28,0,43,0,142,970,0
"sfITS50","50",2019,"E",2,"grape","A","noGC","LV",33,"235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,231,15,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,4,0,0,49,0,0,9,0,0,36,2,0,20,0,0,60,0,0,3,39,53,0,0,0,0,0,0,0,0,66,123,0,0,18,0,449,384,19,3,48,24,674,0,482,651,20,1815,0
"sfITS51","51",2019,"E",3,"grape","A","noGC","LV",66,"233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,4,0,0,0,0,48,0,0,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,21,0,6,0,0,0,53,6,0,0,0,0,0,23,56,0,0,0,0,0,0,39,0,0,42,86,0,0,34,0,0,0,39,86,0,0,0,0,42,0,0,43,0,0,0,0,0,0,0,11,68,11,0,0,23,90,0,0,0,0,0,0,0,37,0,0,0,20,0,0,0,0,47,0,0,0,0,0,0,0,0,176,0,27,33,0,0,0,0,0,0,0,0,29,0,0,8,0,0,181,21,0,0,0,0,30,21,16,0,22,28,8,0,590,6,0,133,22,0,45,9,121,154,10,0,460,0,0,45,204,196,0,3,0,82,12,45,62,147,711,829,501,0,188,0,344,836,46,123,260,226,1573,17,1520,973,250,6182,600
"sfITS52","52",2019,"E",4,"grape","A","GC","LV",0,"29.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,77,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,26,27,0,0,0,21,21,0,0,0,0,4,13,0,0,0,13,26,0,3,0,8,15,0,0,0,0,99,0,0,0,20,0,11,6,0,10,0,59,18,260,0,302,0,9,42,20,0,56,664,0,5,1943,12,57,1463,0
"sfITS53","53",2019,"E",5,"grape","A","GC","LV",33,"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,24,0,0,0,0,28,0,0,11,6,3,19,0,85,0,0,0,18,0,0,7,26,0,0,0,0,0,4,0,0,0,38,63,55,0,33,0,127,108,0,0,47,335,0,0,41,542,97,493,18
"sfITS54","54",2019,"E",6,"grape","A","GC","LV",66,"154",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,12,0,0,13,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,8,10,0,0,0,0,52,23,36,12,0,0,0,7,7,16,0,0,0,0,0,31,0,0,0,0,0,10,0,22,0,0,0,0,0,0,16,0,0,20,0,0,0,0,13,0,0,0,0,26,0,0,0,23,19,0,88,0,0,0,0,31,0,0,0,50,0,0,0,0,80,0,0,0,0,0,0,23,0,0,0,0,22,0,31,0,0,0,0,0,0,27,0,0,29,0,53,0,13,17,0,0,0,0,0,34,0,0,0,14,11,0,0,0,24,0,0,26,0,0,14,64,38,68,0,0,4,0,150,0,0,23,0,15,358,0,0,144,0,0,290,0,0,64,18,50,0,7,0,36,45,50,60,33,407,665,211,5,534,0,783,1122,0,11,103,61,7618,5,194,2672,130,2064,55
