"","year","type","blk","gc","rs","depth","mass","newroot","Nitrolancea","Desulfallas-Sporotomaculum","Thermaerobacter","Candidatus Rubidus","Candidatus Captivus","Desulfovibrio","ZOR0006","Sedimentibacter","Tepidimicrobium","Brevibacillus","1921-3","Longilinea","Cohnella","Thermostilla","WCHB1-32","Syntrophomonas","Methylophilus","Tyzzerella","Rhizomicrobium","Tissierella","Rubrobacter","Desulfobulbus","Anaerocolumna","Lentimicrobium","Planctomicrobium","Candidatus Amoebophilus","Leptolyngbya Es-Yyy1000","Pedococcus-Phycicoccus","Niabella","Rhodopirellula","FFCH7168","Anaerolinea","I-8","Deinococcus","Pelosinus","Papillibacter","TM7a","Vampirovibrio","Emticicia","Nostoc PCC-7524","SM1A02","Tepidisphaera","Telmatocola","Limnochorda","Desulfitobacterium","Marimicrobium","Desulfosporosinus","Abditibacterium","Sorangium","Arboricoccus","Shimazuella","DEV114","Bacteriovorax","Candidatus Omnitrophus","Peredibacter","Prosthecobacter","Candidatus Paracaedibacter","Brevifollis","Sumerlaea","Altererythrobacter","Candidatus Babela","Oligoflexus","Ruminiclostridium","Blastopirellula","SH3-11","Sandaracinus","1921-2","Sporocytophaga","Phycisphaera","Silvanigrella","Modestobacter","Holophaga","Anaerobacterium","Lacibacter","Neochlamydia","Turneriella","Parafilimonas","AKYG587","KD3-10","CL500-29 marine group","Bauldia","Roseomonas","Pseudopelobacter","Ktedonobacter","Pseudenhygromyxa","Symbiobacterium","Defluviicoccus","Tundrisphaera","Bdellovibrio","FCPS473","Candidatus Rhabdochlamydia","Schlesneria","Salinispira","G12-WMSP1","Verrucomicrobium","Planifilum","Porticoccus","Spirochaeta 2","JG30a-KF-32","OM60(NOR5) clade","Candidatus Protochlamydia","Cellvibrio","P3OB-42","Cytophaga","alphaI cluster","Pelomonas","possible genus 04","SH-PL14","Roseimicrobium","Blastococcus","Romboutsia","1959-1","Sulfurifustis","Aurantisolimonas","Segetibacter","Coxiella","Zavarzinella","Nevskia","Adhaeribacter","Uliginosibacterium","Terriglobus","DEV008","Pir4 lineage","Rhodovastum","Flavihumibacter","Fimbriimonas","Legionella","Geothrix","OM27 clade","Candidatus Ovatusbacter","Dechloromonas","Candidatus Obscuribacter","Nannocystis","Cereibacter","Candidatus Alysiosphaera","AAP99","Alkanindiges","Gemmata","Ohtaekwangia","Clostridium sensu stricto 12","Ilumatobacter","Nocardia","Anaeromyxobacter","Dyadobacter","Fluviicola","Acinetobacter","Methylobacter","Inquilinus","Aeromonas","Granulicella","Dinghuibacter","Methylobacterium-Methylorubrum","Xanthomonas","UTBCD1","Sphingobium","Hirschia","Fimbriiglobus","Edaphobaculum","Actinomadura","Hydrocarboniphaga","Hassallia","Bryocella","Polycyclovorans","Thermosporothrix","Clostridium sensu stricto 9","Taibaiella","Filimonas","Azospira","Pirellula","Ellin6055","SWB02","Ammoniphilus","Xylella","Skermanella","Duganella","Pantoea","Flavitalea","Tardiphaga","Alkanibacter","Clostridium sensu stricto 3","Phaselicystis","Paenibacillus","Polyangium","Dokdonella","Luteibacter","OLB12","Sediminibacterium","Pajaroellobacter","Dyella","Terrimicrobium","Rhodomicrobium","Microvirga","Bosea","Rurimicrobium","Rickettsiella","Pseudoxanthomonas","Oxalicibacterium","Chthonomonas","Clostridium sensu stricto 5","Microterricola","Arenimonas","Opitutus","Clostridium sensu stricto 2","Tumebacillus","Candidatus Berkiella","Thermoactinomyces","Afipia","Terracidiphilus","Paraclostridium","Clostridium sensu stricto 13","Acidovorax","Sporosarcina","Cellulomonas","Agromyces","MM2","Vicinamibacter","Kineosporia","Stenotrophomonas","Labrys","Undibacterium","Citrifermentans","Yersinia","Kitasatospora","Nocardioides","Cystobacter","Dactylosporangium","Pseudoduganella","Clostridium sensu stricto 1","Subgroup 10","Neorhizobium","IS-44","Chryseobacterium","Luteolibacter","Candidatus Koribacter","Rhodanobacter","Solimonas","Phenylobacterium","Corallococcus","Dongia","Ralstonia","Lacunisphaera","Aeromicrobium","Rhodococcus","Rudaea","Solirubrobacter","Nitrosospira","Lysinimonas","Acidipila-Silvibacterium","Lysobacter","Lysinibacillus","Ferribacterium","Asticcacaulis","Caenimonas","Ferruginibacter","Kribbella","Pedobacter","Actinoplanes","Mucilaginibacter","Actimicrobium","Cupriavidus","Occallatibacter","mle1-7","Edaphobacter","Conyzicola","Pedomicrobium","Iamia","Roseiarcus","Singulisphaera","Aquicella","Minicystis","Nordella","Geobacter","Chryseolinea","Terrimonas","Luedemannella","Flavobacterium","Massilia","Noviherbaspirillum","Methylotenera","RB41","Collimonas","Rhizobacter","MND1","Devosia","Caulobacter","Pseudonocardia","Piscinibacter","Archangium","Chitinophaga","HSB OF53-F07","Puia","Niastella","Chthoniobacter","Conexibacter","Povalibacter","Ramlibacter","Jatrophihabitans","Candidatus Solibacter","Terrabacter","JGI 0001001-H03","Aquisphaera","Rhodoplanes","Acidicaldus","Mesorhizobium","Nitrospira","Novosphingobium","Reyranella","Nakamurella","Gemmatimonas","Haliangium","Candidatus Xiphinematobacter","Actinospica","ADurb.Bin063-1","Bryobacter","Acidibacter","Aetherobacter","Variovorax","Gaiella","UBA6140","Sphaerotilus","Pseudomonas","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Oryzihumus","Pseudolabrys","Steroidobacter","Hyphomicrobium","Ellin6067","Arthrobacter","Pseudarthrobacter","Streptomyces","Burkholderia-Caballeronia-Paraburkholderia","unclassified","Bacillus","Mycobacterium","Acidothermus","Sphingomonas","Candidatus Udaeobacter","Bradyrhizobium"
"SF26",2020,"soil","C","noGC","MV",33,328,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,72,0,22,0,0,108,20,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,90,0,0,107,0,0,0,178,52,0,0,0,0,0,80,0,0,52,0,0,0,0,147,0,0,115,140,0,119,0,162,0,108,0,0,0,0,0,0,0,182,0,0,0,164,217,178,0,225,3705,524,199,274,588,486,240
"SF27",2020,"soil","C","noGC","MV",66,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,54,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,107,0,0,0,0,0,0,0,0,53,0,0,0,0,94,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,42,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,41,22,0,0,0,0,0,76,69,0,0,0,0,0,0,91,0,62,153,0,164,0,195,0,107,0,213,42,76,0,168,59,260,0,0,0,0,0,0,0,196,0,0,0,127,165,223,0,236,4020,455,214,239,482,705,402
"SF28",2020,"soil","C","GC","MV",0,304,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0,18,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,29,0,40,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,98,0,0,60,0,0,0,46,0,0,72,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,108,0,66,0,0,0,131,0,0,0,127,0,0,340,0,0,0,0,0,175,151,108,0,0,0,0,0,4151,702,185,0,254,769,319
"SF29",2020,"soil","C","GC","MV",33,326,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,43,0,0,0,0,99,0,0,0,0,0,0,0,64,0,0,93,0,0,63,0,0,89,0,0,0,0,0,0,57,0,0,0,0,0,140,144,0,0,38,134,0,0,0,65,0,0,0,126,0,41,0,0,0,169,0,0,27,0,0,0,0,94,83,0,0,0,128,166,0,407,3706,647,151,351,399,653,324
"SF30",2020,"soil","C","GC","MV",66,315,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,69,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,52,0,0,143,0,0,114,0,0,0,231,0,0,0,0,0,76,120,199,0,56,0,0,82,0,204,0,0,111,99,0,111,0,228,73,58,0,0,0,0,0,0,0,221,157,0,0,0,226,151,0,243,4074,493,0,378,547,541,379
"SF31",2020,"soil","C","noGC","LV",0,300,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,81,0,0,0,0,0,0,109,0,0,0,0,0,0,12,0,0,0,60,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,104,0,107,0,155,0,0,322,0,0,0,0,0,213,141,245,0,0,83,0,0,1735,216,0,0,43,654,140
"SF32",2020,"soil","C","noGC","LV",33,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,181,0,169,0,203,74,0,0,0,0,52,63,0,0,0,0,0,69,0,0,36,94,0,0,0,0,0,0,0,125,0,0,0,150,159,71,0,0,3078,285,172,193,229,447,116
"SF33",2020,"soil","C","noGC","LV",66,309,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,156,0,0,0,0,0,146,0,164,114,0,0,0,0,0,0,0,0,0,90,0,110,103,94,0,102,81,82,0,0,31,72,0,0,0,153,151,0,139,251,0,289,0,152,2920,448,179,247,351,506,215
"SF34",2020,"soil","C","GC","LV",0,293,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,5,0,0,0,0,0,30,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,108,0,0,0,0,0,0,94,0,0,111,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,48,0,73,0,95,0,0,0,2,194,0,0,84,0,0,0,0,0,94,0,115,0,0,106,0,245,0,0,70,0,0,126,96,92,0,0,119,0,0,2330,757,174,129,0,715,218
"SF35",2020,"soil","C","GC","LV",33,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,8,0,0,0,0,0,0,0,69,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,52,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,90,0,0,0,112,6,0,386,0,0,0,0,0,168,74,123,0,0,75,0,0,2819,669,0,0,42,861,214
"SF36",2020,"soil","C","GC","LV",66,289,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,4,100,0,0,82,0,0,39,0,0,71,0,0,0,50,0,0,0,274,0,0,0,0,0,0,191,0,0,0,80,0,0,0,74,0,176,0,134,52,126,0,0,0,0,0,0,0,162,118,0,0,272,156,213,0,108,3009,276,236,305,412,427,279
"SF37",2020,"soil","D","GC","LV",0,321,321,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,55,0,0,0,29,57,0,0,0,0,102,80,0,0,51,0,0,0,0,48,0,0,0,0,39,141,0,133,0,80,0,0,0,0,0,0,0,96,0,0,0,0,0,155,0,0,1615,183,159,389,352,577,235
"SF38",2020,"soil","D","GC","LV",33,318,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,66,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,81,0,0,0,0,0,149,0,0,0,125,0,0,125,0,0,0,0,0,180,0,164,0,0,121,0,0,2640,372,160,0,59,848,206
"SF39",2020,"soil","D","GC","LV",66,307,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,14,19,0,0,0,7,0,0,0,22,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,105,0,0,0,0,0,0,0,0,0,0,0,106,0,67,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,50,19,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,39,0,0,88,0,0,127,0,0,88,0,0,0,83,45,0,0,91,0,0,108,115,0,0,0,0,0,44,92,0,148,0,81,114,68,0,0,79,124,0,0,188,0,0,0,0,164,190,0,55,32,144,149,0,173,4699,384,0,186,458,1147,339
"SF40",2020,"soil","D","noGC","LV",0,291,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,136,0,0,0,0,0,0,65,0,0,0,0,0,143,0,0,0,40,93,0,0,0,0,0,108,128,66,96,74,0,136,131,122,0,0,61,0,0,0,0,130,257,0,139,0,175,0,0,0,3022,296,0,286,439,636,236
