"","year","type","blk","gc","rs","depth","mass","newroot","Nitrolancea","Desulfallas-Sporotomaculum","Thermaerobacter","Candidatus Rubidus","Candidatus Captivus","Desulfovibrio","ZOR0006","Sedimentibacter","Tepidimicrobium","Brevibacillus","1921-3","Longilinea","Cohnella","Thermostilla","WCHB1-32","Syntrophomonas","Methylophilus","Tyzzerella","Rhizomicrobium","Tissierella","Rubrobacter","Desulfobulbus","Anaerocolumna","Lentimicrobium","Planctomicrobium","Candidatus Amoebophilus","Leptolyngbya Es-Yyy1000","Pedococcus-Phycicoccus","Niabella","Rhodopirellula","FFCH7168","Anaerolinea","I-8","Deinococcus","Pelosinus","Papillibacter","TM7a","Vampirovibrio","Emticicia","Nostoc PCC-7524","SM1A02","Tepidisphaera","Telmatocola","Limnochorda","Desulfitobacterium","Marimicrobium","Desulfosporosinus","Abditibacterium","Sorangium","Arboricoccus","Shimazuella","DEV114","Bacteriovorax","Candidatus Omnitrophus","Peredibacter","Prosthecobacter","Candidatus Paracaedibacter","Brevifollis","Sumerlaea","Altererythrobacter","Candidatus Babela","Oligoflexus","Ruminiclostridium","Blastopirellula","SH3-11","Sandaracinus","1921-2","Sporocytophaga","Phycisphaera","Silvanigrella","Modestobacter","Holophaga","Anaerobacterium","Lacibacter","Neochlamydia","Turneriella","Parafilimonas","AKYG587","KD3-10","CL500-29 marine group","Bauldia","Roseomonas","Pseudopelobacter","Ktedonobacter","Pseudenhygromyxa","Symbiobacterium","Defluviicoccus","Tundrisphaera","Bdellovibrio","FCPS473","Candidatus Rhabdochlamydia","Schlesneria","Salinispira","G12-WMSP1","Verrucomicrobium","Planifilum","Porticoccus","Spirochaeta 2","JG30a-KF-32","OM60(NOR5) clade","Candidatus Protochlamydia","Cellvibrio","P3OB-42","Cytophaga","alphaI cluster","Pelomonas","possible genus 04","SH-PL14","Roseimicrobium","Blastococcus","Romboutsia","1959-1","Sulfurifustis","Aurantisolimonas","Segetibacter","Coxiella","Zavarzinella","Nevskia","Adhaeribacter","Uliginosibacterium","Terriglobus","DEV008","Pir4 lineage","Rhodovastum","Flavihumibacter","Fimbriimonas","Legionella","Geothrix","OM27 clade","Candidatus Ovatusbacter","Dechloromonas","Candidatus Obscuribacter","Nannocystis","Cereibacter","Candidatus Alysiosphaera","AAP99","Alkanindiges","Gemmata","Ohtaekwangia","Clostridium sensu stricto 12","Ilumatobacter","Nocardia","Anaeromyxobacter","Dyadobacter","Fluviicola","Acinetobacter","Methylobacter","Inquilinus","Aeromonas","Granulicella","Dinghuibacter","Methylobacterium-Methylorubrum","Xanthomonas","UTBCD1","Sphingobium","Hirschia","Fimbriiglobus","Edaphobaculum","Actinomadura","Hydrocarboniphaga","Hassallia","Bryocella","Polycyclovorans","Thermosporothrix","Clostridium sensu stricto 9","Taibaiella","Filimonas","Azospira","Pirellula","Ellin6055","SWB02","Ammoniphilus","Xylella","Skermanella","Duganella","Pantoea","Flavitalea","Tardiphaga","Alkanibacter","Clostridium sensu stricto 3","Phaselicystis","Paenibacillus","Polyangium","Dokdonella","Luteibacter","OLB12","Sediminibacterium","Pajaroellobacter","Dyella","Terrimicrobium","Rhodomicrobium","Microvirga","Bosea","Rurimicrobium","Rickettsiella","Pseudoxanthomonas","Oxalicibacterium","Chthonomonas","Clostridium sensu stricto 5","Microterricola","Arenimonas","Opitutus","Clostridium sensu stricto 2","Tumebacillus","Candidatus Berkiella","Thermoactinomyces","Afipia","Terracidiphilus","Paraclostridium","Clostridium sensu stricto 13","Acidovorax","Sporosarcina","Cellulomonas","Agromyces","MM2","Vicinamibacter","Kineosporia","Stenotrophomonas","Labrys","Undibacterium","Citrifermentans","Yersinia","Kitasatospora","Nocardioides","Cystobacter","Dactylosporangium","Pseudoduganella","Clostridium sensu stricto 1","Subgroup 10","Neorhizobium","IS-44","Chryseobacterium","Luteolibacter","Candidatus Koribacter","Rhodanobacter","Solimonas","Phenylobacterium","Corallococcus","Dongia","Ralstonia","Lacunisphaera","Aeromicrobium","Rhodococcus","Rudaea","Solirubrobacter","Nitrosospira","Lysinimonas","Acidipila-Silvibacterium","Lysobacter","Lysinibacillus","Ferribacterium","Asticcacaulis","Caenimonas","Ferruginibacter","Kribbella","Pedobacter","Actinoplanes","Mucilaginibacter","Actimicrobium","Cupriavidus","Occallatibacter","mle1-7","Edaphobacter","Conyzicola","Pedomicrobium","Iamia","Roseiarcus","Singulisphaera","Aquicella","Minicystis","Nordella","Geobacter","Chryseolinea","Terrimonas","Luedemannella","Flavobacterium","Massilia","Noviherbaspirillum","Methylotenera","RB41","Collimonas","Rhizobacter","MND1","Devosia","Caulobacter","Pseudonocardia","Piscinibacter","Archangium","Chitinophaga","HSB OF53-F07","Puia","Niastella","Chthoniobacter","Conexibacter","Povalibacter","Ramlibacter","Jatrophihabitans","Candidatus Solibacter","Terrabacter","JGI 0001001-H03","Aquisphaera","Rhodoplanes","Acidicaldus","Mesorhizobium","Nitrospira","Novosphingobium","Reyranella","Nakamurella","Gemmatimonas","Haliangium","Candidatus Xiphinematobacter","Actinospica","ADurb.Bin063-1","Bryobacter","Acidibacter","Aetherobacter","Variovorax","Gaiella","UBA6140","Sphaerotilus","Pseudomonas","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Oryzihumus","Pseudolabrys","Steroidobacter","Hyphomicrobium","Ellin6067","Arthrobacter","Pseudarthrobacter","Streptomyces","Burkholderia-Caballeronia-Paraburkholderia","unclassified","Bacillus","Mycobacterium","Acidothermus","Sphingomonas","Candidatus Udaeobacter","Bradyrhizobium"
"SF57",2020,"grape","A","GC","MV",66,0.698,169,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,24,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,75,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,130,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,80,0,0,0,0,145,0,0,0,0,48,41,77,0,0,0,0,0,0,58,0,81,0,0,0,143,26,0,0,236,0,148,0,126,122,116,0,0,232,0,227,361,74,120,0,78,0,0,20,0,156,149,341,1833,358,165,342,286,362,380
"SF58",2020,"grape","A","noGC","MV",0,0.5205,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,8,0,0,0,0,24,28,0,0,0,0,0,0,0,0,0,0,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,72,0,0,59,0,0,0,0,0,0,0,72,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,40,0,0,0,135,0,0,5,73,0,0,89,0,0,0,0,0,109,115,150,0,0,0,0,0,341,0,0,0,0,435,197
"SF59",2020,"grape","A","noGC","MV",33,0.353,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,71,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,52,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,39,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,160,0,118,0,0,0,0,0,0,127,0,0,248,173,0,128,94,0,0,0,0,207,0,0,0,0,279,348,172,92,0,0,0,233,2189,233,173,228,193,500,439
"SF60",2020,"grape","A","noGC","MV",66,0.507,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,54,44,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,83,0,0,0,40,0,0,0,0,0,0,0,0,0,63,0,0,194,0,93,50,121,0,96,266,31,0,0,208,159,0,0,0,324,367,0,0,0,260,290,0,232,114,0,99,550,2604,146,192,214,283,449,508
"SF61",2020,"grape","B","GC","LV",0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,19,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,48,51,0,48,0,0,84,88,0,0,78,49,0,0,0,0,0,0,0,0,137,127,78,0,0,0,146,0,801,224,160,0,0,467,291
"SF62",2020,"grape","B","GC","LV",33,0.191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,101,0,0,146,0,0,0,0,0,0,0,0,0,0,0,83,158,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,60,91,67,105,0,0,0,0,172,0,0,0,0,0,160,0,32,82,0,48,330,0,0,162,215,196,0,0,0,254,247,111,0,0,428,534,0,98,83,0,216,346,2998,308,248,191,252,182,502
"SF63",2020,"grape","B","GC","LV",66,0.258,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,132,0,0,98,70,0,0,0,0,150,0,0,133,0,260,0,0,110,218,0,180,0,0,180,382,1493,237,0,0,152,459,230
"SF64",2020,"grape","B","noGC","LV",0,0.389,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,53,0,0,28,0,0,0,0,0,0,0,98,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,68,0,0,44,0,0,0,0,0,0,0,0,124,0,0,0,0,83,0,80,0,0,0,0,0,72,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,74,0,0,61,102,127,0,0,0,109,0,68,0,0,124,201,0,166,125,115,0,79,0,234,91,850,415,226,0,0,454,335
"SF65",2020,"grape","B","noGC","LV",33,0.308,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,90,37,0,0,84,0,37,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,47,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,54,0,0,0,0,74,101,0,0,0,0,0,138,0,0,0,107,0,0,0,34,0,0,67,0,0,0,0,0,0,110,0,0,0,194,81,0,72,0,0,0,0,274,0,97,60,0,0,171,217,0,74,0,0,303,196,166,171,0,81,219,328,1509,433,0,248,218,301,268
"SF66",2020,"grape","B","noGC","LV",66,0.302,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,22,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,34,0,146,0,0,149,0,0,0,0,247,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,80,0,0,0,0,0,0,0,0,87,0,0,0,207,0,0,126,223,0,0,0,122,101,0,0,195,0,0,0,281,165,92,0,246,64,201,153,0,127,196,284,1730,464,0,200,291,553,268
"SF67",2020,"grape","B","noGC","MV",0,0.702,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,29,0,43,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,88,0,0,0,0,0,0,45,0,0,0,109,0,0,170,0,0,0,61,0,0,143,0,0,0,0,0,0,16,0,0,0,0,176,0,0,0,0,0,80,148,0,0,73,0,0,0,24,0,80,0,0,13,176,0,84,447,0,0,0,0,0,191,0,86,70,0,162,155,0,2645,680,244,0,67,1059,247
"SF68",2020,"grape","B","noGC","MV",33,0.379,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,65,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,37,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,36,0,0,100,0,0,0,52,0,0,81,184,0,0,114,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,87,0,165,0,0,49,0,0,0,79,0,0,0,57,150,0,0,0,0,52,0,0,0,107,0,0,311,0,0,94,178,0,204,383,0,190,0,88,148,103,3162,367,191,0,0,564,386
"SF69",2020,"grape","B","noGC","MV",66,0.7105,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,99,0,0,0,98,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,35,92,92,0,0,0,0,0,0,0,93,0,0,0,0,31,0,0,0,0,345,110,60,189,161,125,0,0,0,75,138,0,0,0,146,258,0,82,79,0,161,289,2405,267,175,215,0,172,312
"SF70",2020,"grape","B","GC","MV",0,1.0945,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,23,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,82,0,102,0,0,0,0,0,0,215,0,78,0,0,178,90,31,0,0,0,0,256,74,268,168,146,0,0,0,0,200,296,237,163,0,219,140,0,173,84,0,212,377,2126,472,0,0,189,498,313
"SF71",2020,"grape","B","GC","MV",33,0.2785,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,24,0,38,0,55,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,25,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,174,0,107,0,0,192,0,0,0,0,22,0,0,0,0,0,0,64,261,0,0,0,0,192,57,0,0,0,42,0,0,0,0,0,0,0,0,77,54,0,0,163,251,0,0,129,0,131,0,129,0,0,0,122,0,235,89,270,0,0,70,339,88,2110,765,268,0,127,406,265
